Inquiry_ID,Date,Channel,Category,Department,Root_Cause,Urgency,Response_Hours,Resolution_Hours,Status,CSAT,Repeat_Contact,Current_State_Misrouted,Inquiry_Text
GGU-SIM-02340,13-01-2026,Email,IT / Course Access,IT Help Desk,Brightspace/course access,Medium,4.2,30.5,Resolved,4,1,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02341,13-10-2025,Email,International Student Support,International Student Support,Travel/signature timing,Medium,5.3,22.5,Resolved,5,0,0,I need support with an international student enrollment/status question.
GGU-SIM-02342,10-01-2026,Phone (logged),Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,4.9,36.4,Resolved,4,0,1,I have a tuition payment question before the upcoming deadline.
GGU-SIM-02343,18-12-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Medium,6.2,59.5,Resolved,4,0,0,I need help understanding a charge on my student account.
GGU-SIM-02344,03-11-2025,myGGU/Portal,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,7.2,28.5,Resolved,5,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02345,07-05-2026,Web Chat,IT / Course Access,IT Help Desk,Password reset,Normal,3.4,28.7,Resolved,4,1,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts soon.
GGU-SIM-02346,30-12-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,High,3.6,38.2,Resolved,5,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02347,25-03-2026,myGGU/Portal,Academic Advising,Academic Advising,Course selection,Medium,2.4,23.5,Resolved,3,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02348,18-04-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,4.9,25.5,Resolved,4,0,0,I need help understanding a charge on my student account.
GGU-SIM-02349,09-07-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,Medium,13.8,40.9,Resolved,5,0,1,Can someone review my path to completion before I register for the next term?
GGU-SIM-02350,27-04-2026,Web Chat,Academic Advising,Academic Advising,Course selection,Normal,5.9,20.4,Resolved,4,1,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-02351,31-05-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,2.1,9.6,Resolved,4,0,0,I need help adding a course before the deadline this week. Which office should handle this?
GGU-SIM-02352,18-03-2026,Web Chat,Accessibility / Other Support,Student Services / Accessible Education,Wellness/resource question,Normal,10.9,28.2,Resolved,4,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02353,18-10-2025,Email,Registration / Records,Registrar's Office,Course availability,High,2.6,20,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02354,04-03-2026,Web Chat,Career Services,Career Services,Resume/interview support,Normal,3.7,45.6,Resolved,5,0,0,How can I schedule a career advising appointment?
GGU-SIM-02355,25-07-2026,Web Chat,Academic Advising,Academic Advising,Concentration change,Normal,6,22.3,Resolved,4,1,1,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02356,07-09-2025,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,1.6,15.7,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02357,24-02-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Medium,6,24.4,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-02358,22-09-2025,Email,IT / Course Access,IT Help Desk,Login/authentication issue,High,7.7,52.7,Resolved,4,1,0,My myGGU login is not working and I need to check my registration soon.
GGU-SIM-02359,11-11-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Normal,17.3,46.5,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-02360,20-08-2026,Web Chat,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,0.9,9.7,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02361,14-03-2026,Email,Registration / Records,Registrar's Office,Course availability,Medium,3.5,27.8,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02362,08-04-2026,Email,Registration / Records,Registrar's Office,Course availability,Normal,3.2,31.8,Resolved,4,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02363,27-12-2025,Web Chat,Registration / Records,Registrar's Office,Transcript/record request,Normal,6.8,35.3,Resolved,4,1,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02364,02-01-2026,Email,Academic Advising,Academic Advising,Course selection,Normal,10,27.9,Open,,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02365,31-07-2026,Phone (logged),International Student Support,International Student Support,Enrollment/status question,Normal,3.6,33.7,Resolved,4,0,0,I need guidance on where to ask about CPT or OPT information.
GGU-SIM-02366,02-06-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,3.5,19,Resolved,4,1,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-02367,16-01-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Medium,0.9,17.7,Resolved,4,0,0,My myGGU login is not working and I need to check my registration soon.
GGU-SIM-02368,18-06-2026,Email,International Student Support,International Student Support,Visa/status documentation,Normal,7.7,40.5,Resolved,4,0,0,I need support with an international student enrollment/status question.
GGU-SIM-02369,24-02-2026,Email,International Student Support,International Student Support,Visa/status documentation,High,4.4,6.1,Resolved,4,0,0,I have a question about my student status documentation and an upcoming deadline tomorrow.
GGU-SIM-02370,19-08-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,High,11.3,18.1,Resolved,5,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-02371,11-11-2025,myGGU/Portal,Career Services,Career Services,Networking/event question,Normal,5.1,8.3,Resolved,4,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-02372,17-02-2026,Phone (logged),International Student Support,International Student Support,Travel/signature timing,High,1.8,23.6,Resolved,3,0,1,I have a question about my student status documentation and an upcoming deadline today.
GGU-SIM-02373,03-03-2026,Web Chat,IT / Course Access,IT Help Desk,Brightspace/course access,High,3.3,24.5,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02374,21-08-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,10.3,25.1,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02375,21-07-2026,Email,IT / Course Access,IT Help Desk,Password reset,Medium,7,14.1,Resolved,3,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts today.
GGU-SIM-02376,17-08-2026,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,Medium,9.4,54.4,Resolved,4,0,1,I need help adding a course before the deadline soon. Which office should handle this?
GGU-SIM-02377,07-01-2026,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Normal,23.7,64.3,Resolved,3,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02378,25-11-2025,Web Chat,Career Services,Career Services,Networking/event question,Medium,2.9,20.2,Resolved,4,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-02379,21-11-2025,Web Chat,Academic Advising,Academic Advising,Degree plan clarification,Medium,6.2,84.6,Resolved,4,0,1,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02380,04-07-2026,myGGU/Portal,Career Services,Career Services,Employer/job resource,Normal,7.6,24.6,Resolved,5,1,0,I need help finding the correct career platform or event information.
GGU-SIM-02381,13-11-2025,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,3.2,19.2,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-02382,30-05-2026,Email,International Student Support,International Student Support,International student resource,Medium,19.7,56,Resolved,5,0,0,I have a question about my student status documentation and an upcoming deadline before the deadline.
GGU-SIM-02383,03-01-2026,Email,Registration / Records,Registrar's Office,Enrollment verification,High,2.2,23.4,Resolved,5,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02384,07-11-2025,Email,Registration / Records,Registrar's Office,Enrollment verification,Normal,4.7,34.4,Resolved,5,1,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02385,25-01-2026,Email,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,6.4,36.4,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts tomorrow.
GGU-SIM-02386,14-10-2025,myGGU/Portal,Career Services,Career Services,Resume/interview support,Normal,5.7,38.9,Resolved,4,1,0,I need help finding the correct career platform or event information.
GGU-SIM-02387,28-04-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Normal,5.3,9.3,Resolved,5,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-02388,07-04-2026,Email,IT / Course Access,IT Help Desk,Brightspace/course access,Normal,2,26.1,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts before the deadline.
GGU-SIM-02389,23-03-2026,Email,Academic Advising,Academic Advising,Graduation planning,Normal,6,20.9,Resolved,4,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-02390,16-08-2026,Email,Academic Advising,Academic Advising,Concentration change,Medium,6.5,26.5,Resolved,5,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02391,29-09-2025,myGGU/Portal,Career Services,Career Services,Employer/job resource,High,3.6,17.1,Resolved,4,0,1,I am looking for employer and job-search resources available to students.
GGU-SIM-02392,25-05-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Medium,1.9,57.7,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-02393,09-02-2026,Web Chat,IT / Course Access,IT Help Desk,Account provisioning delay,Medium,8.2,12.8,Resolved,4,1,1,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02394,18-01-2026,myGGU/Portal,International Student Support,International Student Support,Enrollment/status question,Medium,8.4,39,Resolved,3,1,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-02395,09-10-2025,Email,IT / Course Access,IT Help Desk,Brightspace/course access,Medium,8.6,23.3,Resolved,4,0,0,My myGGU login is not working and I need to check my registration before the deadline.
GGU-SIM-02396,07-06-2026,Web Chat,IT / Course Access,IT Help Desk,myGGU portal issue,High,1.5,9,Resolved,4,0,0,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-02397,09-06-2026,Email,IT / Course Access,IT Help Desk,Brightspace/course access,Normal,3.1,36.5,Resolved,4,1,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02398,08-08-2026,myGGU/Portal,Academic Advising,Academic Advising,Degree plan clarification,Normal,7,46.6,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02399,04-12-2025,myGGU/Portal,Academic Advising,Academic Advising,Degree plan clarification,Medium,20,39,Resolved,5,1,1,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02400,29-10-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Normal,7.3,25,Open,,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02401,20-12-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,High,5.3,14.8,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02402,03-02-2026,Email,International Student Support,International Student Support,CPT/OPT information,Normal,14,48.6,Resolved,3,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-02403,08-04-2026,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Normal,12.6,26.3,Resolved,5,0,0,My myGGU login is not working and I need to check my registration today.
GGU-SIM-02404,06-04-2026,Email,International Student Support,International Student Support,Travel/signature timing,Medium,8.6,49.2,Resolved,2,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-02405,13-09-2025,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,High,1.8,22.2,Resolved,3,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02406,24-09-2025,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,Normal,17,22.5,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02407,20-03-2026,Web Chat,Registration / Records,Registrar's Office,Enrollment verification,Normal,14.9,34.7,Open,,0,1,I requested my transcript and need to know the correct process and status.
GGU-SIM-02408,20-10-2025,myGGU/Portal,Academic Advising,Academic Advising,Policy/requirement clarification,Medium,15.1,36.2,Resolved,4,0,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02409,01-04-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,5.3,9.8,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts soon.
GGU-SIM-02410,12-09-2025,Web Chat,Academic Advising,Academic Advising,Course selection,High,11.1,46.5,Resolved,3,1,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02411,26-12-2025,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,3.2,16.2,Resolved,5,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02412,30-09-2025,Email,IT / Course Access,IT Help Desk,Password reset,Medium,4.7,28.8,Resolved,4,0,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-02413,06-06-2026,Email,IT / Course Access,IT Help Desk,Password reset,Medium,6.3,57.7,Resolved,4,1,1,My myGGU login is not working and I need to check my registration tomorrow.
GGU-SIM-02414,25-03-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,11.6,21.4,Resolved,3,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-02415,24-01-2026,Email,Academic Advising,Academic Advising,Graduation planning,Medium,8.1,12,Resolved,3,0,1,I am confused about a degree requirement and need advising support.
GGU-SIM-02416,29-03-2026,Web Chat,Registration / Records,Registrar's Office,Transcript/record request,Medium,6.8,15.7,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02417,10-10-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Medium,4.7,20.2,Resolved,5,0,1,I reset my password but I still cannot get into the student portal.
GGU-SIM-02418,07-03-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Wellness/resource question,Normal,2.7,15.7,Resolved,4,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02419,18-05-2026,Email,Career Services,Career Services,Resume/interview support,Normal,1.5,4.1,Resolved,3,0,0,How can I schedule a career advising appointment?
GGU-SIM-02420,25-11-2025,Web Chat,Accessibility / Other Support,Student Services / Accessible Education,Accommodation documentation,Medium,2.2,38.4,Resolved,5,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02421,29-10-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,7.7,82.1,Resolved,5,1,0,I submitted financial aid documents and want to know if anything else is needed tomorrow.
GGU-SIM-02422,19-09-2025,Web Chat,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,14,32.7,Resolved,4,0,0,I need help adding a course before the deadline this week. Which office should handle this?
GGU-SIM-02423,22-02-2026,Email,Academic Advising,Academic Advising,Concentration change,Normal,5.8,49,Resolved,5,1,0,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02424,23-02-2026,Web Chat,Registration / Records,Registrar's Office,Add/drop deadline question,High,4.4,19.7,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02425,09-01-2026,Web Chat,IT / Course Access,IT Help Desk,Password reset,Medium,0.7,14.9,Resolved,5,0,0,My myGGU login is not working and I need to check my registration soon.
GGU-SIM-02426,05-06-2026,Email,IT / Course Access,IT Help Desk,Password reset,Medium,2.7,37.3,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02427,21-12-2025,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,High,2.7,37.1,Resolved,4,0,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02428,16-07-2026,myGGU/Portal,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,4.3,19.8,Resolved,5,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02429,17-09-2025,Phone (logged),Career Services,Career Services,Career platform access,Normal,1.7,3.1,Resolved,3,0,0,How can I schedule a career advising appointment?
GGU-SIM-02430,03-04-2026,Email,Career Services,Career Services,Networking/event question,Medium,15.1,62.1,Resolved,4,0,0,I would like help reviewing my resume and preparing for an interview.
GGU-SIM-02431,09-11-2025,Email,Academic Advising,Academic Advising,Degree plan clarification,Normal,11.8,53.1,Resolved,4,1,1,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02432,17-01-2026,Email,IT / Course Access,IT Help Desk,Login/authentication issue,Medium,5.9,31.2,Resolved,5,0,0,My myGGU login is not working and I need to check my registration before the deadline.
GGU-SIM-02433,08-09-2025,Web Chat,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,4.1,42.9,Resolved,4,0,0,I need help adding a course before the deadline before the deadline. Which office should handle this?
GGU-SIM-02434,09-08-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Normal,3.8,40.3,Resolved,2,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02435,17-10-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Billing balance question,Normal,17.1,137.6,Resolved,3,1,0,I need help understanding a charge on my student account.
GGU-SIM-02436,12-05-2026,Web Chat,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,8.7,25.2,Resolved,4,0,1,I enrolled in my class but I still cannot access the course in Brightspace and it starts tomorrow.
GGU-SIM-02437,17-08-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,8,23.5,Resolved,5,0,1,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02438,13-07-2026,Email,Registration / Records,Registrar's Office,Transcript/record request,High,2.6,49.9,Resolved,4,1,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02439,05-04-2026,Web Chat,Academic Advising,Academic Advising,Graduation planning,Medium,4.7,36.2,Resolved,4,1,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02440,05-06-2026,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,3.9,59,Resolved,4,1,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-02441,02-09-2025,myGGU/Portal,IT / Course Access,IT Help Desk,Password reset,Medium,4.5,6.9,Resolved,3,0,0,My myGGU login is not working and I need to check my registration soon.
GGU-SIM-02442,31-12-2025,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Normal,5,28,Resolved,3,0,0,I need help understanding a charge on my student account.
GGU-SIM-02443,11-04-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Normal,10.4,30.3,Resolved,4,0,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-02444,19-04-2026,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,Medium,16.7,27.8,Resolved,5,1,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02445,26-05-2026,Email,Career Services,Career Services,Career platform access,Normal,10,39.2,Resolved,4,0,0,I am looking for employer and job-search resources available to students.
GGU-SIM-02446,05-04-2026,Email,Career Services,Career Services,Employer/job resource,Medium,6.9,77.2,Resolved,4,0,1,How can I schedule a career advising appointment?
GGU-SIM-02447,26-05-2026,Email,International Student Support,International Student Support,Travel/signature timing,Normal,5.4,21.7,Resolved,5,1,0,I have a question about my student status documentation and an upcoming deadline today.
GGU-SIM-02448,24-01-2026,Email,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Medium,2.2,40.4,Resolved,5,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-02449,25-10-2025,Email,Registration / Records,Registrar's Office,Enrollment verification,Medium,5.4,22.8,Resolved,4,0,1,I requested my transcript and need to know the correct process and status.
GGU-SIM-02450,27-05-2026,myGGU/Portal,International Student Support,International Student Support,CPT/OPT information,Normal,15,28.1,Resolved,4,0,0,I have a question about my student status documentation and an upcoming deadline soon.
GGU-SIM-02451,17-05-2026,Email,IT / Course Access,IT Help Desk,Password reset,Normal,3,10,Resolved,3,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts today.
GGU-SIM-02452,08-03-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,High,2.9,22.6,Resolved,3,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-02453,29-03-2026,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Scholarship/aid status,Medium,2.8,21.2,Resolved,4,0,0,I submitted financial aid documents and want to know if anything else is needed before the deadline.
GGU-SIM-02454,11-04-2026,Email,International Student Support,International Student Support,Visa/status documentation,Normal,6.7,54,Resolved,4,0,0,I need guidance on where to ask about CPT or OPT information.
GGU-SIM-02455,16-08-2026,Web Chat,Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,Normal,8.8,31.4,Resolved,4,1,0,I need help finding the right student service for my situation.
GGU-SIM-02456,07-10-2025,Email,Academic Advising,Academic Advising,Concentration change,Normal,8.7,33.2,Resolved,5,0,1,Can someone review my path to completion before I register for the next term?
GGU-SIM-02457,27-02-2026,myGGU/Portal,Registration / Records,Registrar's Office,Prerequisite/registration hold,High,4.5,30.2,Resolved,3,0,0,I need help adding a course before the deadline today. Which office should handle this?
GGU-SIM-02458,14-10-2025,Web Chat,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Tuition deadline,Normal,12.2,42.9,Resolved,4,0,0,My account shows a balance and I need to understand whether my aid has been applied.
GGU-SIM-02459,27-02-2026,Phone (logged),Academic Advising,Academic Advising,Graduation planning,High,1.2,56.2,Resolved,4,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02460,20-12-2025,myGGU/Portal,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Financial aid documentation,Normal,29,51.4,Resolved,4,0,0,I have a tuition payment question before the upcoming deadline.
GGU-SIM-02461,24-10-2025,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Medium,5.7,57.7,Resolved,5,1,0,There is a hold on my registration and I am not sure what I need to do.
GGU-SIM-02462,22-12-2025,Web Chat,IT / Course Access,IT Help Desk,Login/authentication issue,Medium,6.1,49.3,Resolved,4,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02463,20-03-2026,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Normal,9.4,15.4,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02464,12-05-2026,Email,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,7.5,30.4,Resolved,5,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-02465,07-12-2025,myGGU/Portal,Registration / Records,Registrar's Office,Enrollment verification,Normal,5.4,15.6,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02466,23-01-2026,Email,Academic Advising,Academic Advising,Degree plan clarification,High,2.5,21,Resolved,5,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02467,12-12-2025,myGGU/Portal,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,22.7,34.7,Resolved,3,0,1,I want to confirm which courses I still need for graduation and what I should take next term.
GGU-SIM-02468,27-07-2026,Email,International Student Support,International Student Support,Visa/status documentation,Normal,6.8,16.4,Resolved,3,0,0,I am traveling soon and want to confirm what student documentation I should review.
GGU-SIM-02469,13-01-2026,Web Chat,Registration / Records,Registrar's Office,Transcript/record request,Medium,4.3,23.1,Resolved,3,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02470,30-03-2026,Email,IT / Course Access,IT Help Desk,Password reset,Medium,1.2,5.9,Resolved,5,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts today.
GGU-SIM-02471,04-01-2026,myGGU/Portal,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,7.5,17,Resolved,5,0,0,I reset my password but I still cannot get into the student portal.
GGU-SIM-02472,08-02-2026,Email,Registration / Records,Registrar's Office,Add/drop deadline question,Medium,7.8,24.1,Resolved,4,0,0,I need help adding a course before the deadline today. Which office should handle this?
GGU-SIM-02473,07-02-2026,myGGU/Portal,Academic Advising,Academic Advising,Policy/requirement clarification,Medium,4.5,27.2,Resolved,4,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02474,25-04-2026,myGGU/Portal,Registration / Records,Registrar's Office,Course availability,Normal,6,18,Resolved,3,0,0,I requested my transcript and need to know the correct process and status.
GGU-SIM-02475,31-08-2026,Email,Financial Aid / Student Accounts,Financial Aid / Student Accounts,Payment processing,Normal,3.9,42.9,Resolved,5,0,0,I need help understanding a charge on my student account.
GGU-SIM-02476,29-12-2025,Email,IT / Course Access,IT Help Desk,Brightspace/course access,Medium,2.9,13.3,Resolved,3,0,1,My myGGU login is not working and I need to check my registration today.
GGU-SIM-02477,02-01-2026,Email,Academic Advising,Academic Advising,Graduation planning,Medium,3.7,26.3,Resolved,5,0,0,I am confused about a degree requirement and need advising support.
GGU-SIM-02478,17-09-2025,myGGU/Portal,Registration / Records,Registrar's Office,Transcript/record request,Medium,4.5,21.4,Resolved,4,0,0,I need an enrollment verification document for an external requirement.
GGU-SIM-02479,25-11-2025,Email,Academic Advising,Academic Advising,Policy/requirement clarification,Normal,6.9,13.7,Open,,0,0,Can someone review my path to completion before I register for the next term?
GGU-SIM-02480,11-08-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Tutoring/resource referral,Normal,17.8,35.5,Resolved,4,0,0,I have a temporary condition and want to understand available support options.
GGU-SIM-02481,31-03-2026,myGGU/Portal,Career Services,Career Services,Employer/job resource,Medium,1.3,5.1,Resolved,3,0,1,I need help finding the correct career platform or event information.
GGU-SIM-02482,01-03-2026,Email,IT / Course Access,IT Help Desk,Account provisioning delay,Normal,13,13.6,Resolved,5,0,0,My myGGU login is not working and I need to check my registration this week.
GGU-SIM-02483,28-05-2026,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Temporary accommodation,Normal,6.9,13.3,Resolved,5,0,0,I am looking for tutoring support and I am not sure where to start.
GGU-SIM-02484,26-05-2026,Web Chat,International Student Support,International Student Support,CPT/OPT information,Normal,2.9,11.6,Resolved,4,0,0,I need guidance on where to ask about CPT or OPT information.
GGU-SIM-02485,12-03-2026,myGGU/Portal,Career Services,Career Services,Networking/event question,Medium,1.1,82.5,Resolved,4,0,0,How can I schedule a career advising appointment?
GGU-SIM-02486,08-06-2026,myGGU/Portal,Academic Advising,Academic Advising,Degree plan clarification,Medium,1.8,46.3,Resolved,4,0,0,I am considering changing my concentration and want to understand how it affects my degree plan.
GGU-SIM-02487,28-11-2025,myGGU/Portal,Accessibility / Other Support,Student Services / Accessible Education,Wellness/resource question,Normal,11.4,150.8,Resolved,4,0,0,I need information about requesting an academic accommodation.
GGU-SIM-02488,28-06-2026,Email,IT / Course Access,IT Help Desk,Login/authentication issue,Medium,4.3,14,Resolved,4,0,0,I enrolled in my class but I still cannot access the course in Brightspace and it starts tomorrow.
GGU-SIM-02489,10-12-2025,Email,Registration / Records,Registrar's Office,Prerequisite/registration hold,Medium,6.7,50.7,Resolved,4,1,1,I need an enrollment verification document for an external requirement.
GGU-SIM-02490,05-02-2026,Web Chat,IT / Course Access,IT Help Desk,myGGU portal issue,Medium,1.7,20.3,Resolved,4,0,0,The course is showing on my schedule but not in the online classroom.
GGU-SIM-02491,12-07-2026,Email,Registration / Records,Registrar's Office,Course availability,Medium,3.3,15.4,Resolved,5,0,0,I need an enrollment verification document for an external requirement.
